REGION TYPE,REGION,YEAR,WEEK,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Alabama,2012,6,6.43108,697,28,10838
States,Alaska,2012,6,0.615822,13,7,2111
States,Arizona,2012,6,1.39264,273,31,19603
States,Arkansas,2012,6,2.49863,137,21,5483
States,California,2012,6,3.29788,1265,130,38358
States,Colorado,2012,6,1.05944,239,11,22559
States,Connecticut,2012,6,0.647723,31,19,4786
States,Delaware,2012,6,0.159702,6,11,3757
States,District of Columbia,2012,6,3.97065,92,2,2317
States,Florida,2012,6,1.57857,379,88,24009
States,Georgia,2012,6,2.00977,724,54,36024
States,Hawaii,2012,6,0.926658,129,23,13921
States,Idaho,2012,6,1.97495,82,10,4152
States,Illinois,2012,6,2.40434,989,85,41134
States,Indiana,2012,6,1.29026,125,40,9688
States,Iowa,2012,6,1.10231,64,14,5806
States,Kansas,2012,6,2.17739,218,42,10012
States,Kentucky,2012,6,0.476057,85,17,17855
States,Louisiana,2012,6,2.85781,365,22,12772
States,Maine,2012,6,0.406886,26,30,6390
States,Maryland,2012,6,2.63717,236,16,8949
States,Massachusetts,2012,6,1.11612,312,47,27954
States,Michigan,2012,6,0.763035,126,53,16513
States,Minnesota,2012,6,1.70083,78,14,4586
States,Mississippi,2012,6,4.07314,646,40,15860
States,Missouri,2012,6,3.79789,342,30,9005
States,Montana,2012,6,0.27933,7,7,2506
States,Nebraska,2012,6,3.47065,123,16,3544
States,Nevada,2012,6,2.58051,246,30,9533
States,New Hampshire,2012,6,0.256363,14,30,5461
States,New Jersey,2012,6,0.813166,42,19,5165
States,New Mexico,2012,6,2.16022,192,25,8888
States,New York,2012,6,0.508223,72,105,14167
States,North Carolina,2012,6,1.29012,293,69,22711
States,North Dakota,2012,6,1.37287,25,11,1821
States,Ohio,2012,6,0.87378,137,48,15679
States,Oklahoma,2012,6,3.14499,118,20,3752
States,Oregon,2012,6,1.10165,44,18,3994
States,Pennsylvania,2012,6,1.34819,236,55,17505
States,Rhode Island,2012,6,0.34155,23,20,6734
States,South Carolina,2012,6,0.630463,44,17,6979
States,South Dakota,2012,6,2.21764,129,19,5817
States,Tennessee,2012,6,1.21736,145,52,11911
States,Texas,2012,6,2.65401,1124,70,42351
States,Utah,2012,6,2.91572,566,44,19412
States,Vermont,2012,6,2.17941,69,11,3166
States,Virginia,2012,6,1.47935,1020,93,68949
States,Washington,2012,6,1.1169,90,19,8058
States,West Virginia,2012,6,0.586049,82,41,13992
States,Wisconsin,2012,6,1.1233,43,34,3828
States,Wyoming,2012,6,0.836343,44,27,5261
States,Virgin Islands,2012,6,0,0,0,0
States,New York City,2012,6,2.03964,2017,90,98890
States,Alabama,2012,7,6.75035,726,28,10755
States,Alaska,2012,7,0.360685,8,7,2218
States,Arizona,2012,7,1.91291,362,31,18924
States,Arkansas,2012,7,2.21891,119,21,5363
States,California,2012,7,3.57343,1278,130,35764
States,Colorado,2012,7,1.05263,243,11,23085
States,Connecticut,2012,7,0.980015,51,21,5204
States,Delaware,2012,7,0.370468,14,11,3779
States,District of Columbia,2012,7,4.63646,88,2,1898
States,Florida,2012,7,1.74977,419,86,23946
States,Georgia,2012,7,2.06283,740,56,35873
States,Hawaii,2012,7,1.09158,154,23,14108
States,Idaho,2012,7,3.41361,146,10,4277
States,Illinois,2012,7,2.92657,1361,88,46505
States,Indiana,2012,7,1.11044,110,40,9906
States,Iowa,2012,7,1.12788,68,13,6029
States,Kansas,2012,7,2.66038,265,43,9961
States,Kentucky,2012,7,0.708814,124,17,17494
States,Louisiana,2012,7,3.17863,376,22,11829
States,Maine,2012,7,0.478321,31,30,6481
States,Maryland,2012,7,2.76723,226,14,8167
States,Massachusetts,2012,7,1.13318,320,48,28239
States,Michigan,2012,7,1.03808,163,50,15702
States,Minnesota,2012,7,1.77976,80,14,4495
States,Mississippi,2012,7,3.86596,593,39,15339
States,Missouri,2012,7,4.36207,386,31,8849
States,Montana,2012,7,0.211238,5,7,2367
States,Nebraska,2012,7,3.28767,120,17,3650
States,Nevada,2012,7,1.6504,279,34,16905
States,New Hampshire,2012,7,0.149561,8,30,5349
States,New Jersey,2012,7,0.816933,44,19,5386
States,New Mexico,2012,7,2.63637,217,24,8231
States,New York,2012,7,0.586107,81,103,13820
States,North Carolina,2012,7,1.32649,292,68,22013
States,North Dakota,2012,7,1.11702,21,12,1880
States,Ohio,2012,7,0.830989,127,48,15283
States,Oklahoma,2012,7,4.30293,175,19,4067
States,Oregon,2012,7,1.74752,67,20,3834
States,Pennsylvania,2012,7,1.29395,230,56,17775
States,Rhode Island,2012,7,0.183542,12,20,6538
States,South Carolina,2012,7,0.648544,47,17,7247
States,South Dakota,2012,7,3.00468,167,19,5558
States,Tennessee,2012,7,1.53065,196,55,12805
States,Texas,2012,7,2.95371,1241,70,42015
States,Utah,2012,7,3.0526,589,46,19295
States,Vermont,2012,7,1.73134,58,11,3350
States,Virginia,2012,7,1.6923,1164,91,68782
States,Washington,2012,7,1.0736,83,19,7731
States,West Virginia,2012,7,0.765156,104,41,13592
States,Wisconsin,2012,7,1.12242,43,35,3831
States,Wyoming,2012,7,1.08675,56,27,5153
States,Virgin Islands,2012,7,0,0,0,0
States,New York City,2012,7,2.08228,2052,90,98546
States,Alabama,2012,8,6.07355,654,27,10768
States,Alaska,2012,8,0.465983,10,7,2146
States,Arizona,2012,8,1.92211,344,30,17897
States,Arkansas,2012,8,2.59587,132,20,5085
States,California,2012,8,4.20562,1300,125,30911
States,Colorado,2012,8,1.36395,316,11,23168
States,Connecticut,2012,8,0.59761,21,12,3514
States,Delaware,2012,8,0.106129,4,11,3769
States,District of Columbia,2012,8,4.34116,85,2,1958
States,Florida,2012,8,1.9055,467,84,24508
States,Georgia,2012,8,1.17643,379,53,32216
States,Hawaii,2012,8,1.06421,119,22,11182
States,Idaho,2012,8,2.32095,105,9,4524
States,Illinois,2012,8,3.36853,1557,87,46222
States,Indiana,2012,8,1.87577,183,39,9756
States,Iowa,2012,8,0.822707,40,10,4862
States,Kansas,2012,8,3.12771,289,41,9240
States,Kentucky,2012,8,0.746407,161,17,21570
States,Louisiana,2012,8,2.51418,430,23,17103
States,Maine,2012,8,0.540641,29,30,5364
States,Maryland,2012,8,1.88416,162,16,8598
States,Massachusetts,2012,8,1.33153,305,48,22906
States,Michigan,2012,8,0.942744,150,52,15911
States,Minnesota,2012,8,1.825,73,13,4000
States,Mississippi,2012,8,3.83416,578,42,15075
States,Missouri,2012,8,4.11684,358,30,8696
States,Montana,2012,8,0.741084,16,7,2159
States,Nebraska,2012,8,3.03721,120,17,3951
States,Nevada,2012,8,1.54657,273,35,17652
States,New Hampshire,2012,8,0.331744,16,30,4823
States,New Jersey,2012,8,0.838095,44,19,5250
States,New Mexico,2012,8,2.95269,249,25,8433
States,New York,2012,8,0.988678,124,102,12542
States,North Carolina,2012,8,1.70918,390,69,22818
States,North Dakota,2012,8,1.09466,17,9,1553
States,Ohio,2012,8,1.00332,160,47,15947
States,Oklahoma,2012,8,5.80408,253,20,4359
States,Oregon,2012,8,1.3885,49,17,3529
States,Pennsylvania,2012,8,1.35975,232,55,17062
States,Rhode Island,2012,8,0.250761,14,20,5583
States,South Carolina,2012,8,0.70526,48,17,6806
States,South Dakota,2012,8,2.38732,134,19,5613
States,Tennessee,2012,8,1.71779,224,57,13040
States,Texas,2012,8,3.23367,1141,70,35285
States,Utah,2012,8,3.24193,629,47,19402
States,Vermont,2012,8,2.30133,64,10,2781
States,Virginia,2012,8,1.63359,1163,91,71193
States,Washington,2012,8,1.29669,92,17,7095
States,West Virginia,2012,8,0.797015,94,38,11794
States,Wisconsin,2012,8,1.01394,40,36,3945
States,Wyoming,2012,8,1.44808,70,26,4834
States,Virgin Islands,2012,8,0,0,0,0
States,New York City,2012,8,2.26111,2230,92,98624
States,Alabama,2012,9,6.24526,577,27,9239
States,Alaska,2012,9,0.84482,19,7,2249
States,Arizona,2012,9,1.83021,354,31,19342
States,Arkansas,2012,9,3.32388,164,19,4934
States,California,2012,9,3.54025,1253,127,35393
States,Colorado,2012,9,1.43858,343,11,23843
States,Connecticut,2012,9,0.668693,22,14,3290
States,Delaware,2012,9,0.354484,10,9,2821
States,District of Columbia,2012,9,3.37948,83,2,2456
States,Florida,2012,9,1.6798,390,81,23217
States,Georgia,2012,9,2.01304,732,53,36363
States,Hawaii,2012,9,1.2074,169,24,13997
States,Idaho,2012,9,2.82019,133,10,4716
States,Illinois,2012,9,3.38003,1561,85,46183
States,Indiana,2012,9,1.76911,175,39,9892
States,Iowa,2012,9,1.1921,61,9,5117
States,Kansas,2012,9,3.30739,323,41,9766
States,Kentucky,2012,9,0.670451,137,17,20434
States,Louisiana,2012,9,2.4183,370,23,15300
States,Maine,2012,9,0.394308,23,30,5833
States,Maryland,2012,9,3.16901,198,16,6248
States,Massachusetts,2012,9,1.07928,298,47,27611
States,Michigan,2012,9,1.11641,171,50,15317
States,Minnesota,2012,9,2.11864,95,15,4484
States,Mississippi,2012,9,4.67671,562,37,12017
States,Missouri,2012,9,4.39352,393,29,8945
States,Montana,2012,9,0.46875,12,7,2560
States,Nebraska,2012,9,4.29316,140,16,3261
States,Nevada,2012,9,1.7139,254,32,14820
States,New Hampshire,2012,9,0.0674916,3,27,4445
States,New Jersey,2012,9,0.975707,49,18,5022
States,New Mexico,2012,9,3.65699,345,26,9434
States,New York,2012,9,0.785869,109,104,13870
States,North Carolina,2012,9,1.52123,345,68,22679
States,North Dakota,2012,9,1.21951,19,11,1558
States,Ohio,2012,9,0.847925,123,41,14506
States,Oklahoma,2012,9,6.02966,248,18,4113
States,Oregon,2012,9,1.71788,71,19,4133
States,Pennsylvania,2012,9,1.31392,213,53,16211
States,Rhode Island,2012,9,0.275356,18,20,6537
States,South Carolina,2012,9,0.568012,38,16,6690
States,South Dakota,2012,9,2.47816,122,19,4923
States,Tennessee,2012,9,1.70906,215,56,12580
States,Texas,2012,9,3.32506,1434,69,43127
States,Utah,2012,9,2.50308,629,46,25129
States,Vermont,2012,9,1.99024,53,10,2663
States,Virginia,2012,9,1.55302,1091,93,70250
States,Washington,2012,9,1.1092,84,17,7573
States,West Virginia,2012,9,0.695854,96,40,13796
States,Wisconsin,2012,9,1.19924,44,34,3669
States,Wyoming,2012,9,1.66914,90,26,5392
States,Virgin Islands,2012,9,0,0,0,0
States,New York City,2012,9,2.05097,2057,87,100294
States,Alabama,2012,10,6.25613,574,26,9175
States,Alaska,2012,10,0.636943,13,6,2041
States,Arizona,2012,10,1.74732,334,30,19115
States,Arkansas,2012,10,4.70283,254,20,5401
States,California,2012,10,2.69266,812,128,30156
States,Colorado,2012,10,1.37062,321,10,23420
States,Connecticut,2012,10,0.854317,38,18,4448
States,Delaware,2012,10,0.544,17,10,3125
States,District of Columbia,2012,10,2.81987,67,2,2376
States,Florida,2012,10,2.28275,471,80,20633
States,Georgia,2012,10,1.92451,696,54,36165
States,Hawaii,2012,10,1.27213,171,24,13442
States,Idaho,2012,10,2.37288,112,10,4720
States,Illinois,2012,10,3.94913,1829,81,46314
States,Indiana,2012,10,2.0077,193,38,9613
States,Iowa,2012,10,0.970464,46,11,4740
States,Kansas,2012,10,3.43391,338,43,9843
States,Kentucky,2012,10,0.550488,105,16,19074
States,Louisiana,2012,10,2.51068,329,20,13104
States,Maine,2012,10,0.32344,17,29,5256
States,Maryland,2012,10,2.47261,255,17,10313
States,Massachusetts,2012,10,0.949091,261,47,27500
States,Michigan,2012,10,1.47622,189,45,12803
States,Minnesota,2012,10,1.99723,72,13,3605
States,Mississippi,2012,10,5.17955,688,40,13283
States,Missouri,2012,10,3.97808,363,28,9125
States,Montana,2012,10,0.845899,23,7,2719
States,Nebraska,2012,10,3.45146,112,16,3245
States,Nevada,2012,10,2.19914,216,29,9822
States,New Hampshire,2012,10,0.099167,5,29,5042
States,New Jersey,2012,10,1.34273,61,18,4543
States,New Mexico,2012,10,2.89737,249,25,8594
States,New York,2012,10,0.745669,102,106,13679
States,North Carolina,2012,10,1.63674,299,68,18268
States,North Dakota,2012,10,0.955414,18,11,1884
States,Ohio,2012,10,0.892857,129,40,14448
States,Oklahoma,2012,10,6.85728,295,19,4302
States,Oregon,2012,10,1.65916,70,20,4219
States,Pennsylvania,2012,10,1.29178,172,53,13315
States,Rhode Island,2012,10,0.164123,10,20,6093
States,South Carolina,2012,10,0.338018,19,17,5621
States,South Dakota,2012,10,2.01789,106,19,5253
States,Tennessee,2012,10,1.78885,204,55,11404
States,Texas,2012,10,2.87245,960,67,33421
States,Utah,2012,10,3.07356,618,45,20107
States,Vermont,2012,10,1.89179,50,10,2643
States,Virginia,2012,10,1.57107,1077,93,68552
States,Washington,2012,10,1.44724,103,17,7117
States,West Virginia,2012,10,0.938617,126,40,13424
States,Wisconsin,2012,10,1.18483,45,35,3798
States,Wyoming,2012,10,1.57437,85,27,5399
States,Virgin Islands,2012,10,0,0,0,0
States,New York City,2012,10,1.97496,2044,84,103496
States,Alabama,2012,11,5.94763,552,25,9281
States,Alaska,2012,11,1.3312,25,6,1878
States,Arizona,2012,11,1.67984,321,31,19109
States,Arkansas,2012,11,6.04436,327,20,5410
States,California,2012,11,3.12447,920,128,29445
States,Colorado,2012,11,1.47807,340,10,23003
States,Connecticut,2012,11,0.721311,11,19,1525
States,Delaware,2012,11,0.468637,13,9,2774
States,District of Columbia,2012,11,3.61045,76,2,2105
States,Florida,2012,11,1.90736,420,84,22020
States,Georgia,2012,11,2.26454,748,52,33031
States,Hawaii,2012,11,1.57938,212,24,13423
States,Idaho,2012,11,3.35112,157,10,4685
States,Illinois,2012,11,4.66875,2074,83,44423
States,Indiana,2012,11,2.44256,219,39,8966
States,Iowa,2012,11,1.19312,43,11,3604
States,Kansas,2012,11,2.64033,262,44,9923
States,Kentucky,2012,11,0.678916,126,16,18559
States,Louisiana,2012,11,2.74672,425,25,15473
States,Maine,2012,11,0.182542,11,29,6026
States,Maryland,2012,11,3.90424,212,14,5430
States,Massachusetts,2012,11,1.14416,292,44,25521
States,Michigan,2012,11,1.65565,263,49,15885
States,Minnesota,2012,11,2.28088,89,13,3902
States,Mississippi,2012,11,5.32075,671,37,12611
States,Missouri,2012,11,3.36105,291,29,8658
States,Montana,2012,11,1.17335,31,7,2642
States,Nebraska,2012,11,2.75108,83,16,3017
States,Nevada,2012,11,1.93149,340,34,17603
States,New Hampshire,2012,11,0.200401,9,29,4491
States,New Jersey,2012,11,0.885591,37,17,4178
States,New Mexico,2012,11,3.1945,260,25,8139
States,New York,2012,11,0.996782,127,103,12741
States,North Carolina,2012,11,0.902817,174,63,19273
States,North Dakota,2012,11,2.52556,42,11,1663
States,Ohio,2012,11,0.714945,93,41,13008
States,Oklahoma,2012,11,8.18255,303,17,3703
States,Oregon,2012,11,2.01274,79,20,3925
States,Pennsylvania,2012,11,1.34998,199,54,14741
States,Rhode Island,2012,11,0.140393,7,20,4986
States,South Carolina,2012,11,0.408225,27,16,6614
States,South Dakota,2012,11,2.2012,114,19,5179
States,Tennessee,2012,11,2.67709,322,55,12028
States,Texas,2012,11,3.59362,1278,67,35563
States,Utah,2012,11,3.87886,698,43,17995
States,Vermont,2012,11,2.68362,76,11,2832
States,Virginia,2012,11,1.50433,1078,93,71660
States,Washington,2012,11,1.50504,97,17,6445
States,West Virginia,2012,11,0.728348,101,40,13867
States,Wisconsin,2012,11,2.01794,72,36,3568
States,Wyoming,2012,11,1.85497,99,25,5337
States,Virgin Islands,2012,11,0,0,0,0
States,New York City,2012,11,2.17971,2304,87,105702
States,Alabama,2012,12,4.58877,366,24,7976
States,Alaska,2012,12,1.1358,23,6,2025
States,Arizona,2012,12,1.69287,309,30,18253
States,Arkansas,2012,12,3.76876,118,18,3131
States,California,2012,12,2.83205,819,124,28919
States,Colorado,2012,12,1.19068,274,11,23012
States,Connecticut,2012,12,0.306937,10,14,3258
States,Delaware,2012,12,0.41958,12,9,2860
States,District of Columbia,2012,12,3.39294,74,2,2181
States,Florida,2012,12,1.84755,414,82,22408
States,Georgia,2012,12,1.92018,688,51,35830
States,Hawaii,2012,12,2.30525,319,24,13838
States,Idaho,2012,12,3.55525,157,10,4416
States,Illinois,2012,12,3.37912,1562,81,46225
States,Indiana,2012,12,2.00895,193,39,9607
States,Iowa,2012,12,0.776658,37,10,4764
States,Kansas,2012,12,1.77594,133,42,7489
States,Kentucky,2012,12,0.516016,106,16,20542
States,Louisiana,2012,12,2.51933,365,23,14488
States,Maine,2012,12,0.528677,33,30,6242
States,Maryland,2012,12,2.09246,191,17,9128
States,Massachusetts,2012,12,1.22723,320,47,26075
States,Michigan,2012,12,1.10076,169,46,15353
States,Minnesota,2012,12,2.41331,103,14,4268
States,Mississippi,2012,12,4.37794,531,38,12129
States,Missouri,2012,12,1.97747,158,28,7990
States,Montana,2012,12,0.744806,19,7,2551
States,Nebraska,2012,12,2.16561,68,16,3140
States,Nevada,2012,12,2.07832,190,29,9142
States,New Hampshire,2012,12,0.0869376,4,27,4601
States,New Jersey,2012,12,0.95732,48,18,5014
States,New Mexico,2012,12,2.61767,213,25,8137
States,New York,2012,12,0.686682,86,96,12524
States,North Carolina,2012,12,1.29097,271,64,20992
States,North Dakota,2012,12,1.93892,40,12,2063
States,Ohio,2012,12,0.770128,99,39,12855
States,Oklahoma,2012,12,3.92518,128,19,3261
States,Oregon,2012,12,3.66636,120,18,3273
States,Pennsylvania,2012,12,1.21647,205,53,16852
States,Rhode Island,2012,12,0.245018,15,20,6122
States,South Carolina,2012,12,0.33314,23,16,6904
States,South Dakota,2012,12,1.01982,53,19,5197
States,Tennessee,2012,12,1.6463,194,53,11784
States,Texas,2012,12,2.79685,1149,67,41082
States,Utah,2012,12,2.81957,506,43,17946
States,Vermont,2012,12,2.87338,91,11,3167
States,Virginia,2012,12,1.35354,977,92,72181
States,Washington,2012,12,1.14068,78,18,6838
States,West Virginia,2012,12,1.14986,151,36,13132
States,Wisconsin,2012,12,1.45985,48,36,3288
States,Wyoming,2012,12,1.02019,48,24,4705
States,Virgin Islands,2012,12,0,0,0,0
States,New York City,2012,12,2.0823,2216,86,106421
States,Alabama,2012,13,4.43559,334,25,7530
States,Alaska,2012,13,0.920716,18,6,1955
States,Arizona,2012,13,1.65915,298,31,17961
States,Arkansas,2012,13,1.87587,81,18,4318
States,California,2012,13,3.89886,1229,127,31522
States,Colorado,2012,13,0.864606,188,10,21744
States,Connecticut,2012,13,0.335102,12,11,3581
States,Delaware,2012,13,0.141093,4,9,2835
States,District of Columbia,2012,13,2.29661,59,2,2569
States,Florida,2012,13,1.77003,405,81,22881
States,Georgia,2012,13,1.80723,642,49,35524
States,Hawaii,2012,13,2.89528,334,24,11536
States,Idaho,2012,13,2.8144,111,10,3944
States,Illinois,2012,13,2.44384,1077,78,44070
States,Indiana,2012,13,1.6112,153,39,9496
States,Iowa,2012,13,0.729927,21,9,2877
States,Kansas,2012,13,1.04742,93,41,8879
States,Kentucky,2012,13,0.323102,70,16,21665
States,Louisiana,2012,13,2.60108,422,24,16224
States,Maine,2012,13,0.369181,23,30,6230
States,Maryland,2012,13,2.02075,150,12,7423
States,Massachusetts,2012,13,0.727152,197,45,27092
States,Michigan,2012,13,0.679728,102,48,15006
States,Minnesota,2012,13,1.74662,75,14,4294
States,Mississippi,2012,13,4.1368,456,40,11023
States,Missouri,2012,13,1.19574,92,29,7694
States,Montana,2012,13,0.15674,4,7,2552
States,Nebraska,2012,13,2.30399,67,16,2908
States,Nevada,2012,13,1.46968,214,32,14561
States,New Hampshire,2012,13,0.12844,7,30,5450
States,New Jersey,2012,13,0.801221,42,18,5242
States,New Mexico,2012,13,2.3236,191,23,8220
States,New York,2012,13,0.598435,78,96,13034
States,North Carolina,2012,13,0.883198,169,59,19135
States,North Dakota,2012,13,0.884956,18,12,2034
States,Ohio,2012,13,0.687333,98,41,14258
States,Oklahoma,2012,13,2.28607,74,17,3237
States,Oregon,2012,13,1.94405,41,17,2109
States,Pennsylvania,2012,13,1.2839,214,54,16668
States,Rhode Island,2012,13,0.428816,25,20,5830
States,South Carolina,2012,13,0.29558,22,17,7443
States,South Dakota,2012,13,1.00735,48,19,4765
States,Tennessee,2012,13,0.871651,109,54,12505
States,Texas,2012,13,2.7007,1057,64,39138
States,Utah,2012,13,3.21779,518,39,16098
States,Vermont,2012,13,3.0589,94,11,3073
States,Virginia,2012,13,1.30649,898,89,68734
States,Washington,2012,13,1.51493,102,16,6733
States,West Virginia,2012,13,0.892578,114,34,12772
States,Wisconsin,2012,13,0.691857,26,33,3758
States,Wyoming,2012,13,1.79785,82,25,4561
States,Virgin Islands,2012,13,0,0,0,0
States,New York City,2012,13,2.01098,2059,82,102388
States,Alabama,2012,14,3.89306,316,25,8117
States,Alaska,2012,14,1.67877,37,7,2204
States,Arizona,2012,14,1.69054,275,29,16267
States,Arkansas,2012,14,1.44578,66,18,4565
States,California,2012,14,2.99164,952,120,31822
States,Colorado,2012,14,0.923766,194,11,21001
States,Connecticut,2012,14,0.239234,8,14,3344
States,Delaware,2012,14,0.45156,11,9,2436
States,District of Columbia,2012,14,1.90011,35,2,1842
States,Florida,2012,14,1.6919,361,79,21337
States,Georgia,2012,14,1.62493,521,48,32063
States,Hawaii,2012,14,2.75811,370,23,13415
States,Idaho,2012,14,3.17543,122,9,3842
States,Illinois,2012,14,2.32242,1009,77,43446
States,Indiana,2012,14,1.73466,145,39,8359
States,Iowa,2012,14,0.345011,13,8,3768
States,Kansas,2012,14,0.927798,78,41,8407
States,Kentucky,2012,14,0.331823,52,15,15671
States,Louisiana,2012,14,2.23763,284,20,12692
States,Maine,2012,14,0.291451,18,30,6176
States,Maryland,2012,14,1.62208,134,15,8261
States,Massachusetts,2012,14,1.08321,289,45,26680
States,Michigan,2012,14,0.739247,99,47,13392
States,Minnesota,2012,14,1.91069,86,13,4501
States,Mississippi,2012,14,3.82471,439,39,11478
States,Missouri,2012,14,0.798828,60,26,7511
States,Montana,2012,14,0.185759,3,7,1615
States,Nebraska,2012,14,2.01005,60,16,2985
States,Nevada,2012,14,1.19556,182,32,15223
States,New Hampshire,2012,14,0.166182,8,28,4814
States,New Jersey,2012,14,1.15403,49,18,4246
States,New Mexico,2012,14,2.72257,200,23,7346
States,New York,2012,14,0.796178,95,99,11932
States,North Carolina,2012,14,1.10951,200,61,18026
States,North Dakota,2012,14,1.39485,26,11,1864
States,Ohio,2012,14,0.690264,86,40,12459
States,Oklahoma,2012,14,1.98482,68,16,3426
States,Oregon,2012,14,0.86135,31,16,3599
States,Pennsylvania,2012,14,1.23981,184,51,14841
States,Rhode Island,2012,14,0.466356,28,20,6004
States,South Carolina,2012,14,0.287922,19,17,6599
States,South Dakota,2012,14,0.727273,36,19,4950
States,Tennessee,2012,14,0.721431,75,54,10396
States,Texas,2012,14,2.5217,947,62,37554
States,Utah,2012,14,2.11272,370,45,17513
States,Vermont,2012,14,2.89421,87,11,3006
States,Virginia,2012,14,1.28639,860,91,66854
States,Washington,2012,14,1.62086,115,18,7095
States,West Virginia,2012,14,0.744485,81,33,10880
States,Wisconsin,2012,14,1.44552,39,31,2698
States,Wyoming,2012,14,1.57119,65,25,4137
States,Virgin Islands,2012,14,0.250627,1,1,399
States,New York City,2012,14,2.06684,2041,75,98750
States,Alabama,2012,15,3.75332,297,25,7913
States,Alaska,2012,15,2.32058,54,7,2327
States,Arizona,2012,15,1.57702,280,29,17755
States,Arkansas,2012,15,1.10435,49,18,4437
States,California,2012,15,2.87193,927,118,32278
States,Colorado,2012,15,0.733014,156,10,21282
States,Connecticut,2012,15,0.68306,20,15,2928
States,Delaware,2012,15,0.57732,14,9,2425
States,District of Columbia,2012,15,2.80857,76,2,2706
States,Florida,2012,15,1.60727,350,83,21776
States,Georgia,2012,15,1.44511,468,45,32385
States,Hawaii,2012,15,2.88608,57,21,1975
States,Idaho,2012,15,2.39486,82,8,3424
States,Illinois,2012,15,2.2553,962,75,42655
States,Indiana,2012,15,1.03984,95,39,9136
States,Iowa,2012,15,0.341964,14,8,4094
States,Kansas,2012,15,0.453361,40,42,8823
States,Kentucky,2012,15,0.0990719,19,15,19178
States,Louisiana,2012,15,1.81041,233,21,12870
States,Maine,2012,15,0.470958,27,29,5733
States,Maryland,2012,15,1.39476,122,14,8747
States,Massachusetts,2012,15,1.04011,279,44,26824
States,Michigan,2012,15,0.711864,105,46,14750
States,Minnesota,2012,15,1.55039,68,12,4386
States,Mississippi,2012,15,3.21383,329,31,10237
States,Missouri,2012,15,0.838245,64,25,7635
States,Montana,2012,15,0.394737,9,6,2280
States,Nebraska,2012,15,1.90753,59,16,3093
States,Nevada,2012,15,0.822174,132,33,16055
States,New Hampshire,2012,15,0.149222,7,27,4691
States,New Jersey,2012,15,0.847647,38,17,4483
States,New Mexico,2012,15,2.61172,218,24,8347
States,New York,2012,15,0.812633,88,99,10829
States,North Carolina,2012,15,0.90855,168,60,18491
States,North Dakota,2012,15,1.18265,18,10,1522
States,Ohio,2012,15,0.495009,60,39,12121
States,Oklahoma,2012,15,1.07081,31,18,2895
States,Oregon,2012,15,2.05532,81,19,3941
States,Pennsylvania,2012,15,1.16576,196,53,16813
States,Rhode Island,2012,15,0.654889,43,20,6566
States,South Carolina,2012,15,0.219238,16,18,7298
States,South Dakota,2012,15,0.85034,40,18,4704
States,Tennessee,2012,15,0.942408,117,54,12415
States,Texas,2012,15,2.13492,851,61,39861
States,Utah,2012,15,2.18589,381,46,17430
States,Vermont,2012,15,2.58732,80,11,3092
States,Virginia,2012,15,1.15225,769,86,66739
States,Washington,2012,15,1.7378,125,16,7193
States,West Virginia,2012,15,0.522126,61,34,11683
States,Wisconsin,2012,15,0.502828,16,29,3182
States,Wyoming,2012,15,0.875532,37,24,4226
States,Virgin Islands,2012,15,0,0,1,384
States,New York City,2012,15,1.93912,1904,77,98189
States,Alabama,2012,16,4.34298,351,24,8082
States,Alaska,2012,16,2.19072,51,7,2328
States,Arizona,2012,16,1.33121,234,29,17578
States,Arkansas,2012,16,0.755996,29,16,3836
States,California,2012,16,2.15102,717,116,33333
States,Colorado,2012,16,0.598441,129,11,21556
States,Connecticut,2012,16,0.270709,5,10,1847
States,Delaware,2012,16,0.149589,4,9,2674
States,District of Columbia,2012,16,2.22902,51,2,2288
States,Florida,2012,16,1.58356,336,81,21218
States,Georgia,2012,16,1.37667,468,47,33995
States,Hawaii,2012,16,2.90607,56,20,1927
States,Idaho,2012,16,2.78354,94,8,3377
States,Illinois,2012,16,1.98418,863,75,43494
States,Indiana,2012,16,0.915862,91,40,9936
States,Iowa,2012,16,0.444884,18,7,4046
States,Kansas,2012,16,0.463623,39,40,8412
States,Kentucky,2012,16,0.144146,23,15,15956
States,Louisiana,2012,16,2.20084,350,25,15903
States,Maine,2012,16,0.402091,20,28,4974
States,Maryland,2012,16,1.1973,117,17,9772
States,Massachusetts,2012,16,1.11602,260,43,23297
States,Michigan,2012,16,0.577485,85,47,14719
States,Minnesota,2012,16,1.27344,55,14,4319
States,Mississippi,2012,16,2.77607,316,36,11383
States,Missouri,2012,16,0.650325,52,25,7996
States,Montana,2012,16,0.0821693,2,6,2434
States,Nebraska,2012,16,2.04753,56,14,2735
States,Nevada,2012,16,0.773096,120,32,15522
States,New Hampshire,2012,16,0.23986,11,29,4586
States,New Jersey,2012,16,0.978394,48,17,4906
States,New Mexico,2012,16,2.10271,156,24,7419
States,New York,2012,16,0.689763,88,96,12758
States,North Carolina,2012,16,0.793651,154,55,19404
States,North Dakota,2012,16,1.2476,26,11,2084
States,Ohio,2012,16,0.48739,63,38,12926
States,Oklahoma,2012,16,1.72618,73,21,4229
States,Oregon,2012,16,0.812536,28,16,3446
States,Pennsylvania,2012,16,1.12786,193,52,17112
States,Rhode Island,2012,16,0.379816,21,20,5529
